subj	eksp	size	position	v
3	6	T	22.5	1.7112511369954
4	6	T	22.5	1.3919922385512
4	6	T	22.5	1.40326968983011
4	6	T	22.5	1.47455434360449
4	6	T	22.5	1.32196556073559
4	6	T	22.5	1.24114518358227
4	6	T	22.5	1.33887886209385
4	6	T	22.5	1.415595119048
4	6	T	22.5	1.40215531978041
4	6	T	22.5	1.43183187886812
4	6	T	22.5	1.4669787195281
5	6	T	22.5	1.17573091596298
5	6	T	22.5	0.916225213189196
5	6	T	22.5	0.993376307615861
5	6	T	22.5	0.964117059010084
5	6	T	22.5	0.760998940260386
5	6	T	22.5	0.98825954008718
5	6	T	22.5	1.05973274678845
5	6	T	22.5	0.942042516301454
5	6	T	22.5	0.839628580730288
5	6	T	22.5	0.855591504071896
6	6	T	22.5	1.06757333535214
6	6	T	22.5	1.21940227029715
6	6	T	22.5	1.22418854756794
6	6	T	22.5	1.1735421681347
6	6	T	22.5	1.19440068659508
6	6	T	22.5	1.2685260469103
6	6	T	22.5	1.26108703425422
6	6	T	22.5	1.17598340828861
6	6	T	22.5	1.20825703359369
6	6	T	22.5	1.08362011363376
7	6	T	22.5	1.29627956184955
7	6	T	22.5	1.30059889637301
7	6	T	22.5	1.40622689466031
7	6	T	22.5	1.25947494238705
7	6	T	22.5	1.29025536282362
7	6	T	22.5	1.24489463068662
7	6	T	22.5	1.60790471595529
7	6	T	22.5	1.18381313567432
7	6	T	22.5	1.2698127325292
7	6	T	22.5	1.35039462933649
8	6	T	22.5	1.35350596195578
8	6	T	22.5	1.47507042058441
8	6	T	22.5	1.47280832385883
8	6	T	22.5	1.60762288719281
8	6	T	22.5	1.37760577666654
8	6	T	22.5	1.44745164894108
8	6	T	22.5	1.40289242135431
8	6	T	22.5	1.48196961443315
8	6	T	22.5	1.39356204996227
8	6	T	22.5	1.44302306031473
9	6	T	22.5	1.54500164804682
9	6	T	22.5	1.71754604279527
9	6	T	22.5	1.36712217701122
9	6	T	22.5	1.45832078881897
9	6	T	22.5	1.65304124370599
9	6	T	22.5	1.5932741509946
9	6	T	22.5	1.68687311415494
9	6	T	22.5	1.77836163176242
9	6	T	22.5	1.69697248679999
9	6	T	22.5	1.66364627025624
10	6	T	22.5	1.17610241294577
10	6	T	22.5	1.34765927526446
10	6	T	22.5	1.16056301065616
10	6	T	22.5	1.48119094277284
10	6	T	22.5	1.43958081936517
10	6	T	22.5	1.3182733806859
10	6	T	22.5	1.49975069971917
10	6	T	22.5	1.39683779541385
10	6	T	22.5	1.39270079491833
10	6	T	22.5	1.20168986713933
1	7	S	30	1.14692872751131
1	7	S	30	1.13171128460933
1	7	S	30	1.05933568279561
1	7	S	30	1.08874891432255
1	7	S	30	0.978956763552888
1	7	S	30	1.06777273317796
1	7	S	30	1.17815275207318
1	7	S	30	0.982167247233365
1	7	S	30	1.10605818603278
1	7	S	30	1.10965343203591
2	7	S	30	0.750772706765197
2	7	S	30	0.729100514829917
2	7	S	30	0.7634738381429
2	7	S	30	0.760856048506857
2	7	S	30	0.884615247702403
2	7	S	30	0.787105153047035
2	7	S	30	0.844764298106685
2	7	S	30	0.688661423578071
2	7	S	30	0.81554461001969
2	7	S	30	0.721721698665675
3	7	S	30	1.08260078228749
3	7	S	30	1.0368449161848
3	7	S	30	1.05804635828502
3	7	S	30	1.10092742577654
3	7	S	30	0.959464712613915
3	7	S	30	0.964064702829639
3	7	S	30	1.01384741758937
3	7	S	30	1.19241082906802
3	7	S	30	0.97212296139963
3	7	S	30	1.22278112785542
4	7	S	30	0.981883569664576
4	7	S	30	0.934165940829192
4	7	S	30	0.756279548269649
4	7	S	30	1.0541866723855
4	7	S	30	0.87101635910327
4	7	S	30	0.943561525144485
4	7	S	30	0.740947771582285
4	7	S	30	0.674041644098891
4	7	S	30	0.860210133369746
4	7	S	30	0.919316291572024
5	7	S	30	0.946512078758986
5	7	S	30	0.840363573115804
5	7	S	30	0.481846510895742
5	7	S	30	0.744946789315436
5	7	S	30	0.595021443352865
5	7	S	30	0.764083942169354
5	7	S	30	0.546873894205988
5	7	S	30	0.574172273809747
5	7	S	30	0.727548132623121
5	7	S	30	0.557280519225701
6	7	S	30	0.789427478328065
6	7	S	30	0.905228924340023
6	7	S	30	0.789406483237105
6	7	S	30	0.738340655726756
6	7	S	30	0.633368427096592
6	7	S	30	0.608292368997169
6	7	S	30	0.794665481563164
6	7	S	30	0.737219328956336
6	7	S	30	0.736431188701789
6	7	S	30	0.766378280856432
7	7	S	30	0.956423022866924
7	7	S	30	0.790034060566648
7	7	S	30	0.976392474975017
7	7	S	30	0.74784954449844
7	7	S	30	0.875522572463392
7	7	S	30	1.012553999737
7	7	S	30	0.948457555437169
7	7	S	30	0.910335043251473
7	7	S	30	0.924354742953385
7	7	S	30	0.881564324146177
8	7	S	30	0.89501627511938
8	7	S	30	0.865648020132923
8	7	S	30	0.972644430707161
8	7	S	30	1.18255568345792
8	7	S	30	0.906189087042552
8	7	S	30	1.15789144493374
8	7	S	30	0.932522692471548
8	7	S	30	0.966767443800706
8	7	S	30	0.96681824317446
8	7	S	30	0.897982066316847
9	7	S	30	1.20488045437475
9	7	S	30	1.38815968741684
9	7	S	30	1.06303732495503
9	7	S	30	1.10932786832527
9	7	S	30	1.25458828057677
9	7	S	30	1.28805961743752
9	7	S	30	1.14760738089388
9	7	S	30	1.23423348247001
9	7	S	30	1.25926403350137
9	7	S	30	1.21289687943427
10	7	S	30	1.00491541976347
10	7	S	30	0.757131329036745
10	7	S	30	0.808801890776579
10	7	S	30	0.834374478913912
10	7	S	30	0.825877638162697
10	7	S	30	0.877092208582501
10	7	S	30	0.996630760472832
10	7	S	30	0.877306067330204
10	7	S	30	0.974045459350205
10	7	S	30	0.895472231499166
1	8	M	30	1.31091104474119
1	8	M	30	1.27680589869667
1	8	M	30	1.13701384147376
1	8	M	30	1.09969332246537
1	8	M	30	1.21315592549394
1	8	M	30	1.48442747101021
1	8	M	30	1.39881778230459
1	8	M	30	1.28747327644004
1	8	M	30	1.18004527754106
1	8	M	30	1.45485863465367
2	8	M	30	1.10963088511967
2	8	M	30	0.952519217274592
2	8	M	30	1.11922727827573
2	8	M	30	0.98150260230774
2	8	M	30	1.05513085883269
2	8	M	30	1.06619253984468
2	8	M	30	0.943491724435013
2	8	M	30	1.07420471927344
2	8	M	30	1.08617184495082
2	8	M	30	0.987773312756619
3	8	M	30	1.38523608662783
3	8	M	30	1.32323873679365
3	8	M	30	1.34878057352024
3	8	M	30	1.33456339005514
3	8	M	30	1.1403019105506
3	8	M	30	1.19958091612581
3	8	M	30	1.35378519945628
3	8	M	30	1.20367520288616
3	8	M	30	1.24749380825393
3	8	M	30	1.18018011354584
4	8	M	30	1.26433980034671
4	8	M	30	1.14655452480065
4	8	M	30	1.18691449741024
4	8	M	30	1.12095042135851
4	8	M	30	1.03261706325296
4	8	M	30	1.16445985323439
4	8	M	30	1.09486947595557
4	8	M	30	1.18817007631977
4	8	M	30	0.990653246191067
4	8	M	30	0.77868789430183
5	8	M	30	0.965907932336457
5	8	M	30	0.751136354958522
5	8	M	30	0.786918729313993
5	8	M	30	0.920710540419583
5	8	M	30	0.745640650835928
5	8	M	30	0.723870937030377
5	8	M	30	0.629153645258996
5	8	M	30	0.709895161408465
5	8	M	30	0.727727659935736
5	8	M	30	0.801279939807564
6	8	M	30	0.89232716451553
6	8	M	30	0.986082948858265
6	8	M	30	0.917221440895512
6	8	M	30	1.04690868562376
6	8	M	30	1.03134219973645
6	8	M	30	0.867315137652083
6	8	M	30	0.92837093341512
6	8	M	30	0.94513528258103
6	8	M	30	0.990205690027505
6	8	M	30	1.01851804090904
7	8	M	30	1.0029535250801
7	8	M	30	0.926630395988715
7	8	M	30	1.13790953908093
7	8	M	30	1.0377858969595
7	8	M	30	1.06696042755672
7	8	M	30	0.958714450052632
7	8	M	30	0.983782611066298
7	8	M	30	0.995666110114221
7	8	M	30	1.02721487051666
7	8	M	30	1.00816950703412
8	8	M	30	1.1755474579213
8	8	M	30	1.2937885467065
8	8	M	30	1.36870098720905
8	8	M	30	1.11901350096066
8	8	M	30	1.26901455386114
8	8	M	30	1.2590323255824
8	8	M	30	1.08307725163938
8	8	M	30	1.32810209400593
8	8	M	30	1.24441878427288
8	8	M	30	1.24174639865224
9	8	M	30	1.2534649597093
9	8	M	30	1.18970841818999
9	8	M	30	1.44134367173109
9	8	M	30	1.52057232838367
9	8	M	30	1.39816185539141
9	8	M	30	1.52243346437571
9	8	M	30	1.34536507416768
9	8	M	30	1.51520659809513
9	8	M	30	1.4210803257757
9	8	M	30	1.35513332380884
10	8	M	30	0.930006887404211
10	8	M	30	0.976871535781302
10	8	M	30	1.09412173924076
10	8	M	30	1.07501387927799
10	8	M	30	1.09365113900164
10	8	M	30	0.966207521376221
10	8	M	30	1.12258824346011
10	8	M	30	1.12101066348102
10	8	M	30	1.0313429384283
10	8	M	30	1.20810722254492
1	9	T	30	1.46028702234375
1	9	T	30	1.46880325118969
1	9	T	30	1.29983801144045
1	9	T	30	1.44572899012407
1	9	T	30	1.3406649492003
1	9	T	30	1.35896987610633
1	9	T	30	1.61239821346728
1	9	T	30	1.283057345502
1	9	T	30	1.28938925992048
1	9	T	30	1.46238087832529
2	9	T	30	1.24098975337173
2	9	T	30	1.09871038465882
2	9	T	30	1.24779082529627
2	9	T	30	1.0724740394979
2	9	T	30	1.15925102785576
2	9	T	30	1.25140605809786
2	9	T	30	1.20282400177826
2	9	T	30	1.21775366536698
2	9	T	30	1.2085297299885
2	9	T	30	1.26282574853381
3	9	T	30	1.3938708584767
3	9	T	30	1.44817277736446
3	9	T	30	1.57715639513427
3	9	T	30	1.59151031236248
3	9	T	30	1.50119130773479
3	9	T	30	1.62103047260025
3	9	T	30	1.44643211429995
3	9	T	30	1.69799546393523
3	9	T	30	1.64451655210913
3	9	T	30	1.6388069644095
4	9	T	30	1.3997783048782
4	9	T	30	1.30632870177801
4	9	T	30	1.39012164557284
4	9	T	30	1.41472285784207
4	9	T	30	1.36286849189662
