subj	eksp	size	position	v
4	9	T	30	1.2746294368258
4	9	T	30	1.42789092497172
4	9	T	30	1.27764004974316
4	9	T	30	1.07415543270575
4	9	T	30	1.30033806002691
5	9	T	30	1.35016375677498
5	9	T	30	0.767943467026759
5	9	T	30	0.930234553625818
5	9	T	30	0.912780973150153
5	9	T	30	0.97026104909097
5	9	T	30	0.976848830916623
5	9	T	30	0.829447350141959
5	9	T	30	0.697732950299374
5	9	T	30	0.919776438264732
5	9	T	30	0.99496019175242
6	9	T	30	1.07566419071643
6	9	T	30	1.19064901592568
6	9	T	30	1.17105528537379
6	9	T	30	1.23405252261962
6	9	T	30	1.08070167766296
6	9	T	30	1.23280443095023
6	9	T	30	1.13125819544373
6	9	T	30	1.25184051022414
6	9	T	30	1.09279711127494
6	9	T	30	1.1692655389278
7	9	T	30	1.43144587752804
7	9	T	30	1.25241763177155
7	9	T	30	1.4097388748835
7	9	T	30	1.25732899173381
7	9	T	30	1.29207464711336
7	9	T	30	1.24850569198066
7	9	T	30	1.21747920031257
7	9	T	30	1.21935688310907
7	9	T	30	1.17756459072088
7	9	T	30	1.22819816457996
8	9	T	30	1.35665369699148
8	9	T	30	1.31365272329584
8	9	T	30	1.38805496495661
8	9	T	30	1.48082064857113
8	9	T	30	1.48519129090159
8	9	T	30	1.41549748745752
8	9	T	30	1.48631047665632
8	9	T	30	1.42518981360413
8	9	T	30	1.38825920189869
8	9	T	30	1.32596339583747
9	9	T	30	1.52245873596931
9	9	T	30	1.66460614776955
9	9	T	30	1.48777222396955
9	9	T	30	1.51166988423393
9	9	T	30	1.74920539130562
9	9	T	30	1.60126872900853
9	9	T	30	1.49715335346691
9	9	T	30	1.50880480892384
9	9	T	30	1.53859674150552
9	9	T	30	1.56346404625639
10	9	T	30	1.29779671109363
10	9	T	30	1.23210398543824
10	9	T	30	1.39762160853471
10	9	T	30	1.3305266027549
10	9	T	30	1.25287377673328
10	9	T	30	1.36240121029531
10	9	T	30	1.37221562172585
10	9	T	30	1.48715480464617
10	9	T	30	1.36017038158173
10	9	T	30	1.367039298042
1	10	S	37.5	1.13481383314394
1	10	S	37.5	1.132652390065
1	10	S	37.5	1.01913382246678
1	10	S	37.5	0.936120011872074
1	10	S	37.5	1.11622304370354
1	10	S	37.5	1.07713546327155
1	10	S	37.5	1.00405770395943
1	10	S	37.5	1.11596064513084
1	10	S	37.5	1.1400869347637
1	10	S	37.5	1.13168013179118
2	10	S	37.5	0.674911933774162
2	10	S	37.5	0.678054904795344
2	10	S	37.5	0.753440140353135
2	10	S	37.5	0.664922177040573
2	10	S	37.5	0.854002553951803
2	10	S	37.5	0.82323808658516
2	10	S	37.5	0.766639985857164
2	10	S	37.5	0.688995820357386
2	10	S	37.5	0.712743878547305
2	10	S	37.5	0.743823187184128
3	10	S	37.5	1.15916859097296
3	10	S	37.5	1.10973695486043
3	10	S	37.5	1.14394174614327
3	10	S	37.5	1.14308191304871
3	10	S	37.5	0.972087917363901
3	10	S	37.5	1.19721503155803
3	10	S	37.5	0.977268031427425
3	10	S	37.5	1.14693071158463
3	10	S	37.5	1.12993314090046
3	10	S	37.5	1.15693671648111
4	10	S	37.5	0.879814855193505
4	10	S	37.5	0.720328951619058
4	10	S	37.5	0.992039266886688
4	10	S	37.5	0.962072494315696
4	10	S	37.5	0.912598311087818
4	10	S	37.5	0.871463019157311
4	10	S	37.5	0.910163811986271
4	10	S	37.5	0.963773226748621
4	10	S	37.5	0.698303795635497
4	10	S	37.5	0.998014821317032
5	10	S	37.5	0.899533099187591
5	10	S	37.5	0.695057415407328
5	10	S	37.5	0.844814917238762
5	10	S	37.5	0.629870810946584
5	10	S	37.5	0.481060401130747
5	10	S	37.5	0.582412729445472
5	10	S	37.5	0.565966968619991
5	10	S	37.5	0.7007594276562
5	10	S	37.5	0.73842142060979
5	10	S	37.5	0.562803619214309
6	10	S	37.5	0.805382072326223
6	10	S	37.5	0.639096557257278
6	10	S	37.5	0.695848407048167
6	10	S	37.5	0.66388756619568
6	10	S	37.5	0.746125396557876
6	10	S	37.5	0.896332088008381
6	10	S	37.5	0.733274738723284
6	10	S	37.5	0.713574604801412
6	10	S	37.5	0.709184760865259
6	10	S	37.5	0.849768080667228
7	10	S	37.5	0.927503554827084
7	10	S	37.5	0.738116419364044
7	10	S	37.5	0.846261910551741
7	10	S	37.5	0.809444232104558
7	10	S	37.5	0.921661012352465
7	10	S	37.5	0.755857662218077
7	10	S	37.5	0.760434345657732
7	10	S	37.5	0.817165327445361
7	10	S	37.5	0.740780296378527
7	10	S	37.5	0.754792111220695
8	10	S	37.5	0.924658488817459
8	10	S	37.5	0.951175067951036
8	10	S	37.5	0.938713908551172
8	10	S	37.5	0.919000129102752
8	10	S	37.5	0.953936568853266
8	10	S	37.5	1.01817416527934
8	10	S	37.5	0.836873942555079
8	10	S	37.5	1.08118687864497
8	10	S	37.5	0.902977352139188
8	10	S	37.5	0.951489985572436
9	10	S	37.5	1.19546431650616
9	10	S	37.5	1.20244064848227
9	10	S	37.5	1.16952338724586
9	10	S	37.5	1.39931051886664
9	10	S	37.5	1.30597055552527
9	10	S	37.5	1.20572860260023
9	10	S	37.5	1.08978080515199
9	10	S	37.5	1.23385375743023
9	10	S	37.5	1.37944357313184
9	10	S	37.5	1.1295934265309
10	10	S	37.5	0.684371229370393
10	10	S	37.5	0.6429219319521
10	10	S	37.5	0.845411203835163
10	10	S	37.5	0.790315470203887
10	10	S	37.5	0.926267207570219
10	10	S	37.5	0.901459143962221
10	10	S	37.5	0.88829307910835
10	10	S	37.5	0.915636669256681
10	10	S	37.5	0.895424687885924
10	10	S	37.5	1.04072371925428
1	11	M	37.5	1.33246584177088
1	11	M	37.5	1.23086386736701
1	11	M	37.5	0.956463241645329
1	11	M	37.5	1.24176894067197
1	11	M	37.5	1.13077029855377
1	11	M	37.5	1.2582792604915
1	11	M	37.5	1.14668012619397
1	11	M	37.5	1.01420045391893
1	11	M	37.5	1.29692350113392
1	11	M	37.5	1.40034351190622
2	11	M	37.5	0.919431144689856
2	11	M	37.5	0.956186934162068
2	11	M	37.5	0.982924660997075
2	11	M	37.5	0.927899920215622
2	11	M	37.5	0.997463073451414
2	11	M	37.5	0.989009581051396
2	11	M	37.5	0.931264115672481
2	11	M	37.5	0.982541947280345
2	11	M	37.5	0.965145455476744
2	11	M	37.5	0.990466586097362
3	11	M	37.5	1.44106078114773
3	11	M	37.5	1.46448613518647
3	11	M	37.5	1.33436406692187
3	11	M	37.5	1.35634702838316
3	11	M	37.5	1.18570196509493
3	11	M	37.5	1.22497094161686
3	11	M	37.5	0.990602058163294
3	11	M	37.5	1.33351951285018
3	11	M	37.5	1.28079763100255
3	11	M	37.5	1.28654821779079
4	11	M	37.5	0.938131816762131
4	11	M	37.5	1.12086424635083
4	11	M	37.5	1.08570297613809
4	11	M	37.5	1.23113333422519
4	11	M	37.5	1.04277216548575
4	11	M	37.5	1.06033817484342
4	11	M	37.5	1.02676482711165
4	11	M	37.5	1.06734488280776
4	11	M	37.5	1.10027166105013
4	11	M	37.5	1.15392979409584
5	11	M	37.5	0.850508668645223
5	11	M	37.5	0.882417426357999
5	11	M	37.5	0.819064559760156
5	11	M	37.5	0.809200654122176
5	11	M	37.5	0.720029274823253
5	11	M	37.5	0.823212366730032
5	11	M	37.5	0.799345467426985
5	11	M	37.5	0.741553562912293
5	11	M	37.5	0.735719339080638
5	11	M	37.5	0.797347496857466
6	11	M	37.5	0.797971929788587
6	11	M	37.5	0.943821285892117
6	11	M	37.5	1.03064030207194
6	11	M	37.5	0.907095197607126
6	11	M	37.5	1.06799045725145
6	11	M	37.5	1.077239410659
6	11	M	37.5	1.01921852961185
6	11	M	37.5	0.942594671663661
6	11	M	37.5	1.01085137409358
6	11	M	37.5	0.968041030105029
7	11	M	37.5	0.942220305087031
7	11	M	37.5	0.98242796420609
7	11	M	37.5	0.963487326621526
7	11	M	37.5	0.955279209778884
7	11	M	37.5	1.04530409190177
7	11	M	37.5	0.935272437857297
7	11	M	37.5	1.07917311119024
7	11	M	37.5	1.0178013505954
7	11	M	37.5	0.967915637222264
7	11	M	37.5	0.854104958035892
8	11	M	37.5	0.961992901807752
8	11	M	37.5	1.22822628500074
8	11	M	37.5	1.2255370224082
8	11	M	37.5	1.16396890977126
8	11	M	37.5	1.0677812010381
8	11	M	37.5	1.2589552912052
8	11	M	37.5	1.23605748602757
8	11	M	37.5	1.200414494033
8	11	M	37.5	1.3135392519921
8	11	M	37.5	1.16823356136706
9	11	M	37.5	1.16538384502627
9	11	M	37.5	1.32205496234466
9	11	M	37.5	1.23329041086637
9	11	M	37.5	1.40331212968277
9	11	M	37.5	1.32655633720831
9	11	M	37.5	1.46655789589016
9	11	M	37.5	1.45537541182447
9	11	M	37.5	1.38661295216828
9	11	M	37.5	1.32916680300629
9	11	M	37.5	1.17676796168077
10	11	M	37.5	0.705337492509478
10	11	M	37.5	0.963924963216834
10	11	M	37.5	1.10954496019501
10	11	M	37.5	0.963327138381858
10	11	M	37.5	1.03027226550486
10	11	M	37.5	1.05397834023846
10	11	M	37.5	1.14055885294535
10	11	M	37.5	1.05025673292199
10	11	M	37.5	1.0288472655773
10	11	M	37.5	1.07570930879831
1	12	T	37.5	1.36026491775169
1	12	T	37.5	1.43412316051113
1	12	T	37.5	1.30484886415703
1	12	T	37.5	1.35098594318905
1	12	T	37.5	1.23876029836527
1	12	T	37.5	1.36723885888239
1	12	T	37.5	1.35559376844252
1	12	T	37.5	1.2720998720704
1	12	T	37.5	1.43624677071537
1	12	T	37.5	1.41396717900942
2	12	T	37.5	1.13619101558164
2	12	T	37.5	1.04264604884328
2	12	T	37.5	1.18685830923977
2	12	T	37.5	1.14118629017912
2	12	T	37.5	1.15236516886271
2	12	T	37.5	1.19825555098915
2	12	T	37.5	1.11704596130614
2	12	T	37.5	1.10046562628238
2	12	T	37.5	1.12998179894689
2	12	T	37.5	1.10079227548985
3	12	T	37.5	1.25798446186573
3	12	T	37.5	1.48421800299012
3	12	T	37.5	1.47477648064383
3	12	T	37.5	1.4981576121126
3	12	T	37.5	1.41328668840004
3	12	T	37.5	1.46228854095454
3	12	T	37.5	1.44855052774047
3	12	T	37.5	1.43365051950674
3	12	T	37.5	1.65102475904613
3	12	T	37.5	1.50171161842886
4	12	T	37.5	1.23154075655858
4	12	T	37.5	1.30949766191466
4	12	T	37.5	1.47714942132687
4	12	T	37.5	1.24199405924543
4	12	T	37.5	1.19327270437453
4	12	T	37.5	1.21946764442187
4	12	T	37.5	1.32308970522212
4	12	T	37.5	1.22193575753798
4	12	T	37.5	1.00453306108927
4	12	T	37.5	1.32958045493126
5	12	T	37.5	0.976017387067373
5	12	T	37.5	0.853503683418586
5	12	T	37.5	0.990177146538675
5	12	T	37.5	0.89510242245319
5	12	T	37.5	0.905900072939165
5	12	T	37.5	0.949565709592845
5	12	T	37.5	0.960148542790967
5	12	T	37.5	0.934282091838763
5	12	T	37.5	0.910358869972013
5	12	T	37.5	0.892816808892535
6	12	T	37.5	1.15323235602214
6	12	T	37.5	1.23111527781259
6	12	T	37.5	1.12261790282573
6	12	T	37.5	1.12114294144527
6	12	T	37.5	1.25586193018703
6	12	T	37.5	1.19773450695646
6	12	T	37.5	1.13716140757187
6	12	T	37.5	1.1650504342234
6	12	T	37.5	0.992763711119369
6	12	T	37.5	1.16654978029796
7	12	T	37.5	1.06270075435114
7	12	T	37.5	1.19881121357736
7	12	T	37.5	1.36733600411333
7	12	T	37.5	1.20508609273615
7	12	T	37.5	1.26866001182048
7	12	T	37.5	1.16032543498996
7	12	T	37.5	1.10054225080516
7	12	T	37.5	1.1426307881824
7	12	T	37.5	1.09533603164259
7	12	T	37.5	1.26102815011215
8	12	T	37.5	1.31048884252707
8	12	T	37.5	1.22175119899116
8	12	T	37.5	1.36950043525089
8	12	T	37.5	1.36345498433914
8	12	T	37.5	1.38199587984347
8	12	T	37.5	1.39932575869132
8	12	T	37.5	1.29269030694455
8	12	T	37.5	1.36805216660379
8	12	T	37.5	1.2944225936171
8	12	T	37.5	1.33601788917279
9	12	T	37.5	1.62343025776564
9	12	T	37.5	1.49852628190693
9	12	T	37.5	1.48084513634041
9	12	T	37.5	1.51181962153284
9	12	T	37.5	1.60953816842396
9	12	T	37.5	1.52010478149786
9	12	T	37.5	1.61825187024455
9	12	T	37.5	1.65715078507895
9	12	T	37.5	1.49831374646675
9	12	T	37.5	1.44500192603285
10	12	T	37.5	1.16724764659053
10	12	T	37.5	1.23880160445772
10	12	T	37.5	1.28357693790104
10	12	T	37.5	1.30018661476431
10	12	T	37.5	1.26132938154135
10	12	T	37.5	1.17076121894641
10	12	T	37.5	1.27385663833333
10	12	T	37.5	1.25835181595273
10	12	T	37.5	1.31145354031623
10	12	T	37.5	1.25144830631547
1	13	S	45	1.00374049244533
1	13	S	45	1.10651715900029
1	13	S	45	1.03876362319918
1	13	S	45	1.01664095336041
1	13	S	45	0.938920292166927
1	13	S	45	0.991131499118088
1	13	S	45	0.956413072257072
1	13	S	45	1.07906868108618
1	13	S	45	1.23955702321557
1	13	S	45	1.2490637839666
2	13	S	45	0.667488297037776
2	13	S	45	0.611288596874991
2	13	S	45	0.851366237460655
2	13	S	45	0.730077107497814
2	13	S	45	0.791884025509739
2	13	S	45	0.64175612753319
2	13	S	45	0.742083328827536
2	13	S	45	0.683885881871735
2	13	S	45	0.64628398828431
2	13	S	45	0.701312433075814
3	13	S	45	0.825752383369698
3	13	S	45	1.11232110738582
3	13	S	45	1.03227766027313
3	13	S	45	1.05074684691857
3	13	S	45	1.0462675024562
3	13	S	45	0.986859635052466
3	13	S	45	1.05882905525675
3	13	S	45	1.07588694728154
3	13	S	45	1.12880030482401
3	13	S	45	1.08283866385312
4	13	S	45	0.883548222750152
4	13	S	45	0.879361581263448
4	13	S	45	0.836941843394851
4	13	S	45	0.988682680545283
4	13	S	45	0.81758439087099
4	13	S	45	0.936387220243391
4	13	S	45	0.894514115936948
4	13	S	45	0.795572690438478
4	13	S	45	0.999450284254039
4	13	S	45	1.0274486351175
5	13	S	45	0.624883976687271
5	13	S	45	0.786854037670717
5	13	S	45	0.781078796990523
5	13	S	45	0.71791941671976
5	13	S	45	0.699398950389274
5	13	S	45	0.599958127806906
5	13	S	45	0.692669176301568
5	13	S	45	0.500914091527533
5	13	S	45	0.476557028832031
5	13	S	45	0.483602284375145
6	13	S	45	0.576110352257419
6	13	S	45	0.613261796825937
6	13	S	45	0.688021004300866
6	13	S	45	0.762676737955537
6	13	S	45	0.74658591487931
6	13	S	45	0.541225882253612
6	13	S	45	0.814527041173316
6	13	S	45	0.651702963095645
6	13	S	45	0.720609093802417
6	13	S	45	0.80106707141995
7	13	S	45	0.84429674617968
7	13	S	45	0.882192881602862
7	13	S	45	0.635888770862369
7	13	S	45	0.757115640791489
7	13	S	45	0.774084345626395
7	13	S	45	0.980875634239704
7	13	S	45	0.793770500205672
7	13	S	45	0.849801729924501
7	13	S	45	0.804500257750792
7	13	S	45	0.799084091075465
8	13	S	45	0.900054116166582
8	13	S	45	0.845168939055404
8	13	S	45	1.0950398309651
8	13	S	45	0.940229192742053
8	13	S	45	0.892464868249301
8	13	S	45	0.86042570212527
8	13	S	45	0.944550707166199
8	13	S	45	0.61006098180933
8	13	S	45	0.876777339881562
8	13	S	45	0.744780273920163
9	13	S	45	1.13442187927217
9	13	S	45	1.25465563821953
9	13	S	45	0.960291819184993
9	13	S	45	1.14543115462444
9	13	S	45	1.08072586769222
9	13	S	45	1.17041818779187
9	13	S	45	1.2152923488346
9	13	S	45	1.33617909504183
9	13	S	45	1.16601263561479
9	13	S	45	1.09533836858238
10	13	S	45	0.701462149381787
10	13	S	45	0.573340874543311
10	13	S	45	0.655645656070677
10	13	S	45	0.717664679234619
10	13	S	45	0.80286059414386
10	13	S	45	0.752467791487038
10	13	S	45	0.881557360688913
10	13	S	45	0.896635684016728
10	13	S	45	0.792736035511494
10	13	S	45	0.918601866286493
1	14	M	45	1.26810806027852
1	14	M	45	1.31135272050861
1	14	M	45	1.39767448616717
1	14	M	45	1.33954496825326
1	14	M	45	1.05521807048519
1	14	M	45	1.18123311701302
1	14	M	45	1.24767643573418
1	14	M	45	1.16196698203864
1	14	M	45	1.37061916257666
1	14	M	45	1.10180706614313
2	14	M	45	0.852561653039671
2	14	M	45	1.02077530393931
2	14	M	45	0.926100101328808
2	14	M	45	1.07339247504455
2	14	M	45	0.985115272040407
2	14	M	45	0.979558044102401
2	14	M	45	0.919271488980553
2	14	M	45	0.866027736750305
2	14	M	45	0.799140191600064
2	14	M	45	0.75731806185699
3	14	M	45	1.34531789868819
3	14	M	45	1.1151820079012
3	14	M	45	1.37841629705699
3	14	M	45	1.43952218374497
3	14	M	45	0.965231275725045
3	14	M	45	1.35501680019577
3	14	M	45	1.42946274480308
3	14	M	45	1.3913089225814
3	14	M	45	1.31553084484673
3	14	M	45	1.43201239684877
4	14	M	45	1.09711771538829
4	14	M	45	1.00246351932671
4	14	M	45	1.00344628216234
4	14	M	45	1.03270415560655
4	14	M	45	1.00031594412539
4	14	M	45	1.00988334540075
4	14	M	45	0.957654728284605
4	14	M	45	0.908945600389264
4	14	M	45	0.901251061331803
4	14	M	45	1.10540366568842
5	14	M	45	0.959216719419086
5	14	M	45	0.939779969456819
5	14	M	45	0.919690011218613
5	14	M	45	0.724852162568731
5	14	M	45	0.74826235454194
5	14	M	45	0.801915722535295
5	14	M	45	0.809205421302806
5	14	M	45	0.782468118382656
5	14	M	45	0.840146869108532
5	14	M	45	0.799808796945113
6	14	M	45	0.984660036881412
6	14	M	45	0.968653329585422
6	14	M	45	0.727765175031672
6	14	M	45	0.839924398530336
6	14	M	45	0.913956342521408
6	14	M	45	0.932733871052218
6	14	M	45	0.739423698422764
6	14	M	45	0.83613926643272
6	14	M	45	0.959494073835668
6	14	M	45	0.875053258267634
7	14	M	45	1.01381580560076
7	14	M	45	1.04436462125796
7	14	M	45	1.01370076063584
7	14	M	45	0.9768385607503
7	14	M	45	1.00746079257176
7	14	M	45	1.03407844638986
7	14	M	45	1.02664710478601
7	14	M	45	1.14648935276782
7	14	M	45	0.765800331809034
7	14	M	45	0.934626307447407
8	14	M	45	0.982329950299759
8	14	M	45	1.17819891898762
8	14	M	45	1.08377331184965
8	14	M	45	1.12097020253558
8	14	M	45	1.12590077528225
8	14	M	45	1.12334186462175
8	14	M	45	1.04552978083182
8	14	M	45	1.22434655064857
8	14	M	45	1.0512553103341
8	14	M	45	1.10813241157988
9	14	M	45	1.3329624402403
9	14	M	45	1.47915942547533
9	14	M	45	1.20860663499654
9	14	M	45	1.3158818737409
9	14	M	45	1.3454321121318
9	14	M	45	1.29644805674175
9	14	M	45	1.31975360766415
9	14	M	45	1.34785840216761
9	14	M	45	1.26530685639193
9	14	M	45	1.35071747716937
10	14	M	45	0.86124841381897
10	14	M	45	0.959755052538563
10	14	M	45	0.908603044002436
10	14	M	45	1.16221390433973
10	14	M	45	0.908883911392679
10	14	M	45	1.01947549524784
10	14	M	45	1.19831509140022
10	14	M	45	0.965944467261638
10	14	M	45	1.10969877873613
10	14	M	45	1.07835752790378
1	15	T	45	1.29795595639129
1	15	T	45	1.56437093064055
1	15	T	45	1.22478170586546
1	15	T	45	1.33405350681924
1	15	T	45	1.11259603617649
1	15	T	45	1.37292744601366
1	15	T	45	1.45245848219229
1	15	T	45	1.21449763089406
1	15	T	45	1.32951388257786
1	15	T	45	1.35295619501932
2	15	T	45	1.10546294948572
2	15	T	45	0.99984082257696
2	15	T	45	1.14746115562217
2	15	T	45	0.993415482965176
2	15	T	45	1.05025010646377
2	15	T	45	1.12319305664056
2	15	T	45	1.06781465136596
2	15	T	45	1.0511447124053
2	15	T	45	1.07686240699001
2	15	T	45	1.03947298229302
3	15	T	45	1.50299525658783
3	15	T	45	1.54995513654025
3	15	T	45	1.40861527101651
3	15	T	45	1.52560380369939
3	15	T	45	1.38211778399668
3	15	T	45	1.46784690496086
3	15	T	45	1.62402333993886
3	15	T	45	1.44242815404666
3	15	T	45	1.64260993533193
3	15	T	45	1.41972940448086
4	15	T	45	1.2452758857173
4	15	T	45	1.30186088310236
4	15	T	45	1.176600122249
4	15	T	45	1.22527101365718
4	15	T	45	1.20437015074032
4	15	T	45	1.35007210231371
4	15	T	45	1.20425909166682
4	15	T	45	1.25864421579568
4	15	T	45	1.15786547445414
4	15	T	45	1.26167426568546
5	15	T	45	1.18735993302644
5	15	T	45	1.201604082147
5	15	T	45	0.876369908016297
5	15	T	45	0.947731115618313
5	15	T	45	0.929603386182676
5	15	T	45	0.767052654714185
5	15	T	45	0.877677175344727
5	15	T	45	1.00597848914886
5	15	T	45	0.843544888069685
5	15	T	45	1.02881040992303
6	15	T	45	1.15785289262324
6	15	T	45	1.16040648008806
6	15	T	45	1.0522220718084
6	15	T	45	1.00222723342556
6	15	T	45	1.0795186812661
6	15	T	45	1.25523299775817
6	15	T	45	1.10084431686558
6	15	T	45	1.12934358276662
6	15	T	45	0.999826507526681
6	15	T	45	0.992751685673204
7	15	T	45	1.25124061681803
7	15	T	45	1.29492598685544
7	15	T	45	1.32816989158376
7	15	T	45	1.2896817540497
7	15	T	45	1.19798499420632
7	15	T	45	1.30593477924808
7	15	T	45	1.16249322322472
7	15	T	45	1.23340089961531
7	15	T	45	1.22412524721732
7	15	T	45	1.135349727043
8	15	T	45	1.21697351901579
8	15	T	45	1.33048694616816
8	15	T	45	1.28371130228168
8	15	T	45	1.19143509890287
8	15	T	45	1.23762819652305
8	15	T	45	1.26024751779145
8	15	T	45	1.15071353944876
8	15	T	45	1.40373102793029
8	15	T	45	1.32739861980942
8	15	T	45	1.20928652633458
9	15	T	45	1.46474855861759
9	15	T	45	1.23633874803106
9	15	T	45	1.58349765680347
9	15	T	45	1.46066936549211
9	15	T	45	1.56522771645172
9	15	T	45	1.69261486795715
9	15	T	45	1.48352497242709
9	15	T	45	1.48490114909297
9	15	T	45	1.60463063674572
9	15	T	45	1.50836766270036
10	15	T	45	1.2427944492471
10	15	T	45	1.15267508258076
10	15	T	45	1.36913287264857
10	15	T	45	1.17588062952767
10	15	T	45	1.33561006134527
10	15	T	45	1.29490873694793
10	15	T	45	1.25295835793626
10	15	T	45	1.44215559329239
10	15	T	45	0.998963257035789
10	15	T	45	1.17795809819763
